Date,Time,Code,Object,Area,Status,Comment,CO2abs,CO2buf,dCO2ZP,dCO2MP,H2Oabs,H2Obuf,dH2OZP,dH2OMP,Flow,Pamb,Aux1,Aux2,Tcuv,Tleaf,Tamb,Tmin/max,PARtop,PARamb,Inside Fan,rh ,E,VPD,GH2O,A,ci,ca,wa,PARweatherstation,Weight,"Wetness (LGR S/N: 21432090, SEN S/N: 21367120) - weather station","Temperature (LGR S/N: 21432090, SEN S/N: 21420856) - weather station","Relative Humidity (LGR S/N: 21432090, SEN S/N: 21420856) - weather station","Wind Speed (LGR S/N: 21432090, SEN S/N: 21435605) - weather station"
yyyy-mm-dd,hh:mm:ss,string,No,cm2,string,,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,µmol/s,kPa,mV,mV,°C,°C,°C,°C,µmol m-2 s-1,µmol m-2 s-1,steps,%,mmol m-2 s-1,Pa/kPa,mmol m-2 s-1,µmol m-2 s-1,ppm,ppm,ppm,umol m-2 s-1,g,%,oC,%,m/s
1/5/2023,18:50:48,MP_010,5,8,AFF2FF041FF-------------------,,439.4744,439.5022,-0.9922487,-0.9614398,9610.911,9618.479,1777.046,1589.487,1249.73,99.247,1945,1681,4.86,4.94,4.68,3.56,304.4,0.2,3,85.46,-0.2957877,-0.6861119,431.1071,0.0819,439.6896,439.52,9430.9,473.7,6.11,4.71,5.37,77.578,1.01
1/7/2023,13:20:42,MP_010,5,8,AFF2FF041FF-------------------,,442.267,442.185,-1.17268,-1.265374,10156.72,10147.43,1825.325,2844.723,1249.7,99.583,1999,1716,7.85,7.96,7.22,4.99,1240.4,0.5,3,80.6,1.610406,-0.4344475,-3706.79,-0.5671609,442.1601,442.1,11166.8,1853.7,6.12,26.47,6.027,81.599,2.52
1/9/2023,11:55:02,MP_010,5,8,AFF2FF041FF-------------------,,450.8565,451.0378,-0.8429008,-1.318527,10033.19,10024.1,1180.595,1244.426,1249.72,98.461,1750,1551,5.21,6,5.16,4.32,562.8,0.2,3,86.34,0.1007285,-0.6022812,-167.2451,0.6976132,457.5247,450.59,10087.9,806.2,6.25,13.53,4.199,96.849,0.5
1/12/2023,9:23:08,MP_010,5,8,AFF2FF041FF-------------------,,446.5917,446.6086,-0.7144691,-1.596465,8865.354,8853.451,658.476,1431.061,1249.8,99.394,1545,1411,4.61,4.59,3,3.2,586.8,0.7,3,88.23,1.218704,-1.113184,-1094.791,0.8346794,447.7012,445.74,9626,988.7,6.23,11.76,3.384,87.472,1.51
1/12/2023,12:16:06,MP_010,5,8,AFF2FF041FF-------------------,,445.5533,445.5231,-0.7800869,-0.5628029,8824.143,8827.397,1207.389,1185.651,1249.74,99.14,1626,1466,3.51,3.75,3.49,2.76,371.3,0.1,3,86.47,-0.0342608,-0.7543741,45.41619,-0.3241645,457.4301,445.76,8805.7,581.2,6.17,11.76,3.44,86.215,2.52
1/14/2023,15:14:56,MP_010,5,8,AFF2FF041FF-------------------,,446.4927,446.6479,-0.2778425,-1.562755,7200.901,7185.311,426.2,3635.844,1249.76,98.398,1670,1503,6,5.91,4.88,3.81,1441.5,0.3,3,82.24,5.066784,-0.9648182,-5251.543,-0.2494847,446.0033,445.41,10395,1748.7,6.05,1.76,4.11,63.078,7.05
1/14/2023,18:05:39,MP_010,5,8,AFF2FF041FF-------------------,,446.6295,446.6287,-0.1509465,-0.1359362,8305.845,8315.102,422.0405,459.5344,1249.74,98.407,1708,1527,5.44,5.34,4.58,3.27,266.9,0.5,3,62.57,0.0591,0.727263,81.21661,-0.04982926,447.0804,446.63,8352.6,1041.2,6.05,2.35,4.625,73.002,3.02
1/15/2023,10:13:15,MP_010,5,8,AFF2FF041FF-------------------,,449.2289,449.2505,-0.158886,-2.085742,8557.5,8559.993,195.6755,1729.217,1249.78,97.93,1508,1388,4.51,4.58,4.7,3.11,1338.9,0.3,3,85.17,2.420156,-1.458523,-1659.32,1.927601,450.1469,447.31,10093.5,1511.2,6.43,47.65,3.783,83.961,8.56
1/15/2023,17:27:54,MP_010,5,8,AFF2FF041FF-------------------,,444.0832,444.226,-0.719896,-0.4683471,9491.606,9492.324,1681.878,2015.664,1249.73,98.155,1814,1598,5.93,5.87,5.63,4.03,380.9,0.7,3,83.23,0.5266026,-0.3913216,-1345.703,-0.627037,444.0459,444.5,9826.1,1153.7,6.07,24.71,5.185,81.527,4.03
1/17/2023,15:50:45,MP_010,5,8,AFF2FF041FF-------------------,,444.6218,444.7321,-0.9634451,-1.015441,8034.048,8037.25,2439.657,3441.205,1249.86,99.32,1622,1465,6.92,6.39,6,4.76,1262.2,0.6,3,81.23,1.57902,0.6327959,2495.307,-0.6209514,444.6465,444.7,9038.8,1566.2,6.1,18.24,4.124,73.68,8.56
1/18/2023,9:33:24,MP_010,5,8,AFF2FF041FF-------------------,,453.6413,453.8332,-0.252425,-1.871674,8768.307,8767.671,114.9929,1368.276,1249.72,98.367,1227,1176,4.18,4.17,3.9,3.44,237.1,0.1,3,88.21,1.977627,-1.670966,-1183.523,1.63515,455.5725,452.23,10021,591.2,6.75,100,4,89.091,10.07
1/18/2023,14:51:34,MP_010,5,8,AFF2FF041FF-------------------,,447.8473,447.9031,-0.7171336,-0.8255412,9216.604,9211.057,1495.79,1494.164,1249.78,98.749,1482,1368,4.5,4.49,4.32,3.87,276.7,0.1,3,87.84,-0.002562213,-0.6974904,3.673475,0.1705045,375.8488,447.81,9209.4,318.7,6.23,100,3.998,88.824,4.53
1/19/2023,10:00:24,MP_010,5,8,AFF2FF041FF-------------------,,447.7706,447.6404,-0.5987698,-1.728368,9397.205,9388.902,414.6395,1154.399,1249.84,98.698,1472,1359,4.74,4.88,4.6,4.22,412,0.1,3,88.62,1.167555,-1.381114,-845.3723,1.243474,449.7503,446.49,10128.7,891.2,6.59,100,4.14,91.655,8.56
1/21/2023,16:08:49,MP_010,5,8,AFF2FF041FF-------------------,,443.8045,443.88,-0.2477597,-0.2573688,9929.673,9932.417,836.6671,729.0504,1249.73,99.266,1568,1426,4.28,4.12,4.17,3.67,242.6,0.3,3,88.75,-0.1697819,-1.582245,107.3044,0.09037182,443.6497,443.87,9824.8,346.2,6.07,100,3.62,98.056,2.52
1/22/2023,10:36:28,MP_010,5,8,AFF2FF041FF-------------------,,446.2862,446.3752,-0.8015731,-1.978675,8527.039,8510.698,1492.613,1894.881,1249.77,98.857,1487,1371,4.47,4.31,3.78,3.28,636.7,0.8,3,86.73,0.6340778,-0.5112537,-1240.241,1.556577,447.5308,445.22,8913,1116.2,6.5,68.82,3.558,84.985,6.54
1/22/2023,17:49:21,MP_010,5,8,AFF2FF041FF-------------------,,447.5671,447.2661,0.0933015,0.04485345,8370.473,8360.57,-496.8869,508.3582,1249.7,99.186,1548,1416,4.2,4.13,4.13,3.4,437.9,0.2,3,69.42,1.585168,-1.103654,-1436.291,-0.6331131,447.2243,447.14,9365.8,506.2,6.07,71.76,3.416,82.35,6.04
1/24/2023,19:11:37,MP_010,5,8,AFF2FF041FF-------------------,,445.7446,445.7507,0.2850871,-0.4724501,9825.664,9832.841,-149.4931,939.1237,1249.68,98.4,1694,1515,3.77,3.62,3.74,3.2,89.5,0.1,3,88.75,1.719312,-2.905286,-591.7875,0.4182329,448.1417,445.02,10921.5,131.2,6.68,96.47,2.764,99.152,1.51
1/27/2023,11:36:34,MP_010,5,8,AFF2FF041FF-------------------,,441.3231,441.4065,0.1209075,-1.903695,9160.351,9161.704,-53.16553,2524.913,1249.74,98.036,1926,1665,4.59,4.83,4.74,2.83,1440.4,0.3,3,83.82,4.075248,-2.981483,-1366.853,1.372131,443.0148,439.4,11739.8,1803.7,7.65,4.12,3.732,83.967,4.03
1/27/2023,14:14:31,MP_010,5,8,AFF2FF041FF-------------------,,445.1226,445.199,-0.555249,-2.03211,8587.898,8592.213,2415.186,2246.113,1249.71,98.15,1837,1612,4.37,4.3,4.68,3.88,647.8,0.3,3,87.64,-0.2663593,0.03747628,-7107.409,2.425254,444.2401,443.73,8423.1,973.7,6.62,2.94,4.762,74.94,0.5
1/27/2023,18:29:36,MP_010,5,8,AFF2FF041FF-------------------,,448.1804,448.263,-0.6720904,-1.036603,8655.367,8639.42,2569.141,2436.363,1249.69,98.299,1738,1544,4.32,4.33,4.45,3.36,238.8,0.3,3,87.25,-0.2091941,-0.04463299,4686.983,0.6631088,447.7178,447.91,8506.6,343.7,6.25,2.94,3.799,82.008,0
1/30/2023,11:30:20,MP_010,5,8,AFF2FF041FF-------------------,,447.6009,447.5079,-0.5473689,-1.136259,9588.519,9625.31,1411.542,862.2323,1249.76,97.713,1641,1481,4.14,3.91,3.27,2.46,343.6,0.3,3,85.72,-0.8659874,-0.8156218,1061.751,1.306982,445.5609,446.91,9076,523.7,7.64,40.59,3.831,94.595,1.51
1/30/2023,13:48:46,MP_010,5,8,AFF2FF041FF-------------------,,448.9641,448.8373,-0.6133345,-2.039238,8808.789,8790.764,2399.512,2283.425,1249.69,97.827,1579,1438,5.86,6.4,5.31,3.78,1688.2,0.7,3,84.81,-0.1829287,1.160359,-157.6484,2.309258,469.4179,447.4,8674.7,1791.2,6.96,26.47,3.754,83.822,6.54
2/1/2023,16:06:22,MP_010,5,8,AFF2FF041FF-------------------,,448.6068,448.574,-0.751586,-1.016297,9054.56,9046.502,1373.733,1550.751,1249.7,98.332,1457,1351,3.77,3.6,3.66,3.18,177.5,0.2,3,89.01,0.2790984,-1.19402,-233.7468,0.2883942,451.0562,448.29,9223.5,358.7,7.3,73.53,3.633,90.631,10.07
2/2/2023,11:34:15,MP_010,5,8,AFF2FF041FF-------------------,,445.0956,445.0229,0.08255535,-1.209834,9816.803,9816.512,408.2639,488.9485,1249.73,99.336,1647,1483,3.35,3.18,3.28,2.19,397.6,0.2,3,87.17,0.1273025,-2.191591,-58.08679,1.962441,498.0049,443.69,9897.2,598.7,6.62,100,2.813,99.997,3.52
2/4/2023,14:13:43,MP_010,5,8,AFF2FF041FF-------------------,,444.4993,444.3965,-0.363553,-1.667851,10546.71,10536.15,1925.364,1582.815,1249.71,97.599,1890,1646,5.8,5.6,5.12,3.91,777,0.5,3,85.35,-0.5406189,-0.8879535,608.8369,2.277058,437.8973,443.12,10193.6,1168.7,7.04,17.06,4.335,95.244,4.03
2/4/2023,16:52:11,MP_010,5,8,AFF2FF041FF-------------------,,449.5515,449.696,-0.4042458,-0.7278782,9888.928,9883.233,1236.771,932.1843,1249.78,97.719,1621,1463,3.87,3.71,3.8,3.26,133,0.1,3,88.65,-0.4804345,-1.440392,333.5443,0.7214892,447.0245,449.39,9578.6,173.7,6.75,95.29,3.167,98.993,4.03
2/6/2023,11:52:29,MP_010,5,8,AFF2FF041FF-------------------,,442.3536,442.3997,-0.8198298,-0.6644989,8738.017,8746.446,2032.111,2355.276,1249.87,98.674,1779,1567,4.51,4.72,4.13,3.86,519.5,0.5,3,87.4,0.5095147,-0.4095437,-1244.103,-0.468159,442.2333,442.54,9069.6,951.2,6,11.76,4.507,79.832,1.51
2/6/2023,14:59:11,MP_010,5,8,AFF2FF041FF-------------------,,446.4124,446.5423,-1.093054,-1.033221,8810.827,8803.44,3523.052,3754.767,1249.68,98.557,1950,1682,5.96,5.83,6.2,4.17,762.8,0.1,3,85.22,0.3652631,0.3433255,1063.897,-0.2566043,446.7732,446.64,9035.2,1101.2,5.99,4.71,5.333,71.646,1.01
2/7/2023,14:27:54,MP_010,5,8,AFF2FF041FF-------------------,,449.2203,449.0894,-0.8136762,-2.63864,9460.858,9454.553,1743.437,2396.087,1249.79,98.504,1689,1513,6.69,6.33,6.06,4.96,1319.6,0.7,3,85.77,1.030006,-0.4010418,-2568.326,2.390364,448.9771,447.24,10107.2,1638.7,6.72,8.24,5.134,84.996,5.03
2/8/2023,10:14:59,MP_010,5,8,AFF2FF041FF-------------------,,448.4456,448.4511,-0.7009281,-1.016248,9175.097,9167.923,1684.605,1408.042,1249.71,99.768,1507,1385,4.08,3.99,4.12,3.21,382.6,0.2,3,87.58,-0.4359051,-0.7523086,579.4233,0.6879104,446.7946,448.12,8891.4,606.2,6.19,100,2.453,97.986,3.52
2/8/2023,12:58:09,MP_010,5,8,AFF2FF041FF-------------------,,447.3884,447.4259,-0.6532826,-0.5963296,9323.471,9330.224,1820.618,1246.54,1249.75,99.75,1558,1421,4.11,3.88,4.03,3.28,505.6,0.3,3,87.61,-0.9047392,-0.677815,1334.788,0.315885,447.5879,447.48,8756.1,811.2,6.09,100,2.317,98.219,7.55
2/9/2023,13:51:38,MP_010,5,8,AFF2FF041FF-------------------,,445.4321,445.5688,-0.8954562,-2.696994,10240.53,10243.41,2035.947,2094.984,1249.81,98.488,1733,1543,12.68,12.57,6.37,11.55,1267.3,0.2,3,84.91,0.0932,4.52732,20.58425,2.773115,231.2472,443.79,10302.4,1586.2,6.41,8.82,6.215,88.676,3.52
2/9/2023,17:41:31,MP_010,5,8,AFF2FF041FF-------------------,,445.6143,445.7162,-1.016435,-0.8866594,10154.83,10151.48,2388.817,2091.126,1249.81,98.61,1786,1578,5.72,5.64,5.63,4.71,522.7,0.3,3,92.15,-0.4696977,-0.6147043,764.1034,0.006688877,446.2991,445.88,9853.8,913.7,6.07,12.35,5.845,86.842,4.03
2/13/2023,17:08:43,MP_010,5,8,AFF2FF041FF-------------------,,445.3823,445.41,-0.8313467,-2.608991,9630.443,9637.354,2182.251,2747.105,1249.77,98.52,1814,1597,5.17,5.28,5.1,3.82,444.4,0.1,3,86.08,0.8915187,-1.191435,-748.2733,2.381519,449.4712,443.68,10202.2,,6.53,,,,
2/14/2023,12:10:42,MP_010,5,8,AFF2FF041FF-------------------,,446.3773,446.5052,-0.975835,-1.063351,8814.79,8814.497,2471.2,2371.038,1249.69,98.625,1699,1518,3.97,3.94,3.93,3.03,295.6,0.2,3,87.32,-0.1578396,-0.5113916,308.6472,0.2071753,445.7497,446.44,8714.3,,6.23,,,,
2/15/2023,10:43:04,MP_010,5,8,AFF2FF041FF-------------------,,448.5917,448.8098,-0.7331436,-1.081131,7083.295,7084.792,2027.369,2066.754,1249.74,99.665,1498,1378,1.02,0.81,0.78,0.17,212.3,0.3,3,87.71,6.20E-02,-0.6278577,-98.69865,0.5158241,457.0648,448.47,7124.2,,6.42,,,,
2/15/2023,14:16:59,MP_010,5,8,AFF2FF041FF-------------------,,443.8785,443.9825,-1.046576,-1.087997,7527.954,7525.464,2565.187,2965.268,1249.75,99.837,1779,1576,4.33,4.3,4.56,2.35,1229.5,0.4,3,82.78,0.6299936,0.3943338,1597.615,-0.2149825,443.8941,443.96,7925.5,,6.1,,,,
2/15/2023,17:12:23,MP_010,5,8,AFF2FF041FF-------------------,,449.5722,449.7104,-0.8215044,-0.5489051,7213.39,7215.26,2004.223,1842.6,1249.72,100.088,1510,1385,1.26,1.16,1.18,0.65,103,0.1,3,88.44,-0.2542733,-0.4186422,607.3763,-0.3114214,451.0779,449.98,7053.6,,6.03,,,,
2/16/2023,12:59:34,MP_010,5,8,AFF2FF041FF-------------------,,445.0951,445.1011,-0.9999946,-0.8023978,7693.863,7686.293,2992.928,2765.852,1249.72,100.69,1533,1407,4.38,4.52,4.2,2.8,1424.1,0.3,3,84.76,-0.3573923,0.9234412,-387.0223,-0.1495242,444.0686,445.31,7459.2,,5.98,,,,
2/16/2023,16:28:00,MP_010,5,8,AFF2FF041FF-------------------,,447.0324,447.1046,-0.9991647,-0.6723262,7854.043,7860.016,2294.237,2461.151,1249.79,100.672,1436,1338,4.27,3.84,4.21,2.76,972.7,0.5,3,84.89,0.2628691,-4.25E-02,-6184.975,-0.6282146,447.3025,447.43,8026.9,,6.02,,,,
2/18/2023,10:35:24,MP_010,5,8,AFF2FF041FF-------------------,,445.7782,445.4277,-0.3618968,-0.6152398,9264.655,9261.757,1093.125,1132.311,1249.81,99.829,1558,1418,4.06,3.97,3.8,3.08,441.6,0.3,3,86.29,6.18E-02,-1.187155,-52.05116,0.3682854,456.9521,445.08,9300.9,,6.09,,,,
