Date,Time,Code,Object,Area,Status,Comment,CO2abs,CO2buf,dCO2ZP,dCO2MP,H2Oabs,H2Obuf,dH2OZP,dH2OMP,Flow,Pamb,Aux1,Aux2,Tcuv,Tleaf,Tamb,Tmin/max,PARtop,PARamb,Inside Fan,rh ,E,VPD,GH2O,A,ci,ca,wa,PARweatherstation,Weight ,"Wetness (LGR S/N: 21432090, SEN S/N: 21367120) - weather station","Temperature (LGR S/N: 21432090, SEN S/N: 21420856) - weather station","Relative Humidity (LGR S/N: 21432090, SEN S/N: 21420856) - weather station","Wind Speed (LGR S/N: 21432090, SEN S/N: 21435605) - weather station"
yyyy-mm-dd,hh:mm:ss,string,No,cm2,string,,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,µmol/s,kPa,mV,mV,°C,°C,°C,°C,µmol m-2 s-1,µmol m-2 s-1,steps,%,mmol m-2 s-1,Pa/kPa,mmol m-2 s-1,µmol m-2 s-1,ppm,ppm,ppm,umol m-2 s-1,g,%,oC,%,m/s
1/5/2023,19:16:39,MP_010,8,8,AFF2FF041FF-------------------,,442.2121,442.3054,-0.9922487,-0.6604025,9779.905,9779.954,1777.046,1374.865,1249.82,99.24,1946,1680,4.77,5.09,4.68,4.21,315.9,0.2,3,88.18,-0.6342633,-0.5426733,1168.775,-0.2376917,443.3195,442.63,9377.8,511.2,7.87,4.71,4.606,82.382,0.5
1/7/2023,13:49:09,MP_010,8,8,AFF2FF041FF-------------------,,441.8922,441.8628,-1.17268,-0.7775496,10214.4,10217.38,1825.325,1902.104,1249.81,99.556,2022,1725,6.25,6.41,6.08,5.38,435.4,0.5,3,85.09,0.1211957,-0.6432077,-188.4238,-0.6708972,437.1332,442.25,10294.2,693.7,7.92,35.29,4.523,85.766,2.01
1/9/2023,12:13:15,MP_010,8,8,AFF2FF041FF-------------------,,450.6723,450.9365,-0.8429008,-1.324485,10323.79,10319.63,1180.595,2120.369,1249.79,98.378,1840,1613,6.99,7.09,6.77,5.79,553.3,0.2,3,86.26,1.484866,-1.031029,-1440.179,0.08339852,451.3273,450.51,11259.4,1213.7,8.01,7.06,5.118,93.288,0.5
1/12/2023,9:36:50,MP_010,8,8,AFF2FF041FF-------------------,,445.2127,445.1837,-0.7144691,-0.7662307,9056.33,9039.75,658.476,1070.739,1249.83,99.37,1616,1463,4.05,4.22,3.84,3.16,598.8,0.1,3,87.3,0.6502177,-1.15241,-564.2242,-0.2085703,445.3617,445.14,9452,1056.2,7.46,11.18,3.692,86.931,1.51
1/12/2023,12:37:19,MP_010,8,8,AFF2FF041FF-------------------,,445.3762,445.3797,-0.7800869,-0.6166206,8953.596,8956.463,1207.389,1309.437,1249.63,99.078,1690,1510,4.16,4.42,4.17,2.81,353.4,0.2,3,83.82,0.16086,-0.6135302,-262.1876,-0.3270105,444.0201,445.54,9058.5,733.7,7.36,10,3.799,85.162,2.01
1/14/2023,15:46:28,MP_010,8,8,AFF2FF041FF-------------------,,446.4366,446.393,-0.2778425,-0.06689855,7230.031,7214.045,426.2,746.6135,1249.79,98.449,1693,1511,4.95,4.87,4.49,3.39,462.6,0.5,3,56.27,0.5043615,1.25465,401.9938,-0.5547857,447.8652,446.59,7534.5,1126.2,7.15,1.76,3.26,66.639,8.56
1/14/2023,18:22:55,MP_010,8,8,AFF2FF041FF-------------------,,446.1867,446.5575,-0.1509465,-0.0314,7795.504,7806.887,422.0405,298.8711,1249.84,98.398,1738,1543,4.31,4.09,4.15,3,249.8,0.3,3,57.98,-0.1939169,0.6341481,-305.7913,-0.1001131,445.8088,446.76,7683.7,473.7,7.16,1.76,4.022,71.061,2.52
1/15/2023,10:24:57,MP_010,8,8,AFF2FF041FF-------------------,,448.4547,448.5845,-0.158886,-1.800086,8659.384,8662.088,195.6755,1908.62,1249.76,97.946,1562,1426,4.61,4.61,3.93,2.84,712.2,0.6,3,84.81,2.704006,-1.729838,-1563.155,1.355257,449.5339,446.97,10375,1371.2,8.02,40.59,3.885,83.717,8.56
1/15/2023,17:40:08,MP_010,8,8,AFF2FF041FF-------------------,,444.5064,444.6052,-0.719896,-0.1730911,9586.877,9587.987,1681.878,1482.109,1249.76,98.151,1846,1619,5.78,5.72,5.63,3.39,916.6,0.3,3,81.2,-0.3150362,-0.05102631,6173.996,-0.7139727,445.378,445.16,9388.2,1106.2,7.06,26.47,5.314,81.486,3.52
1/17/2023,16:12:16,MP_010,8,8,AFF2FF041FF-------------------,,444.9948,445.0757,-0.9634451,-0.3832495,8067.035,8060.199,2439.657,1891.76,1249.82,99.344,1646,1485,6.79,6.33,6.59,4.6,1215.4,0.1,3,67.86,-0.8624442,2.127854,-405.3118,-0.5220619,442.1819,445.66,7512.3,1506.2,6.95,18.24,4.226,72.735,6.54
1/18/2023,9:55:45,MP_010,8,8,AFF2FF041FF-------------------,,449.1811,449.3583,-0.252425,-1.033827,9025.909,9023.466,114.9929,1252.445,1249.78,98.416,1372,1289,4.41,4.27,4.31,3.77,391.5,0.2,3,87.38,1.795202,-1.756562,-1021.997,0.4153994,450.4673,448.6,10160.9,656.2,7.36,100,4.14,89.223,11.58
1/18/2023,15:07:01,MP_010,8,8,AFF2FF041FF-------------------,,446.4136,446.6224,-0.7171336,-0.4130562,9453.025,9450.702,1495.79,1187.439,1249.71,98.749,1560,1425,4.91,4.98,4.92,4.48,407.6,0.2,3,84.7,-0.4861284,-0.3277349,1483.297,-0.2577247,447.4683,446.97,9142.4,538.7,7.12,100,4.263,88.725,4.03
1/19/2023,9:55:15,MP_010,8,8,AFF2FF041FF-------------------,,447.3285,447.485,-0.5987698,-1.77115,9340.131,9337.589,414.6395,1157.438,1249.63,98.719,1441,1335,4.52,4.15,4.15,3.3,578.4,0.2,3,87.09,1.172097,-1.777416,-659.4384,1.308153,450.6768,446.34,10080.4,943.7,8.22,100,4.153,92.07,8.05
1/21/2023,16:20:59,MP_010,8,8,AFF2FF041FF-------------------,,445.4856,445.132,-0.2477597,-0.3035724,10013.62,10007.38,836.6671,738.695,1249.74,99.259,1603,1450,4.39,4.26,4.09,3.48,273.7,0.2,3,87.61,-0.1545809,-1.5837,97.60743,0.1559759,443.5923,444.99,9909.4,451.2,7.57,100,3.622,98.206,2.52
1/22/2023,10:48:12,MP_010,8,8,AFF2FF041FF-------------------,,445.4897,445.5269,-0.8015731,-0.9366758,8596.493,8592.038,1492.613,1789.378,1249.84,98.852,1537,1405,4.3,4.05,3.72,3.01,529.2,0.2,3,86.18,0.4677953,-0.6431383,-727.3634,0.002725627,445.8304,445.38,8888.8,841.2,8.11,68.82,3.453,85.797,6.54
1/22/2023,18:04:19,MP_010,8,8,AFF2FF041FF-------------------,,446.7598,446.6976,0.0933015,-0.1792627,8472.745,8459.041,-496.8869,910.9639,1249.83,99.2,1601,1455,5.05,4.68,5.03,3.68,678.1,0.2,3,69.65,2.221377,-1.283121,-1731.229,-0.5658603,446.8109,446.43,9866.9,1163.7,7.59,54.71,4.07,79.902,6.54
1/24/2023,19:27:43,MP_010,8,8,AFF2FF041FF-------------------,,445.9971,446.0625,0.2850871,-0.2045737,9940.917,9933.892,-149.4931,981.3735,1249.77,98.37,1709,1523,3.85,3.71,3.66,3.25,113.6,0.2,3,88.78,1.786416,-2.998672,-595.7357,-0.03102243,447.5788,445.57,11064.8,166.2,8.92,100,2.931,99.556,1.51
1/27/2023,12:19:41,MP_010,8,8,AFF2FF041FF-------------------,,443.3232,443.2571,0.1209075,-1.188767,9434.605,9438.994,-53.16553,2664.646,1249.81,98.059,2031,1734,5.25,5.2,5.08,3.7,1262.5,0.5,3,84.83,4.298194,-3.174354,-1354.037,0.14648,444.3112,441.95,12156.8,1493.7,8.32,3.53,4.078,81.695,2.52
1/27/2023,14:36:13,MP_010,8,8,AFF2FF041FF-------------------,,445.4575,445.3181,-0.555249,-0.7008604,8652.088,8652.867,2415.186,2598.54,1249.74,98.153,1861,1629,5,4.83,4.58,2.9,829.1,0.2,3,84.13,0.288983,-0.06128106,-4715.698,0.09883858,445.1924,445.12,8836.2,1351.2,7.68,2.94,5.7,71.199,0.5
1/27/2023,18:46:44,MP_010,8,8,AFF2FF041FF-------------------,,448.5275,448.8298,-0.6720904,-0.4931664,8550.456,8555.349,2569.141,2346.147,1249.76,98.329,1763,1559,4.14,3.88,3.79,3.56,206.7,0.1,3,87.4,-0.3512877,-0.1353445,2595.508,-0.1217503,449.2701,449.1,8332.4,263.7,7.42,3.53,3.089,82.635,2.01
1/30/2023,11:37:34,MP_010,8,8,AFF2FF041FF-------------------,,448.3897,448.377,-0.5473689,-1.698636,9548.67,9547.386,1411.542,1189.332,1249.58,97.714,1693,1516,4.47,4.29,4.87,3.48,611.7,0.5,3,87.32,-0.3503541,-0.8442813,414.9732,1.954948,440.4787,447.24,9325.2,631.2,9.43,40,3.461,95.169,1.01
1/30/2023,14:33:11,MP_010,8,8,AFF2FF041FF-------------------,,449.1855,449.1878,-0.6133345,-0.9050384,8763.147,8757.2,2399.512,2198.36,1249.76,97.902,1549,1410,4.95,4.69,5.15,3.36,617.3,0.2,3,85.3,-0.3169513,0.1636324,-1936.972,0.597981,449.2758,448.91,8556,1096.2,8.42,28.24,3.711,85.946,6.04
2/1/2023,16:14:22,MP_010,8,8,AFF2FF041FF-------------------,,448.481,448.4366,-0.751586,-1.22614,9015.984,9017.056,1373.733,1510.398,1249.68,98.333,1464,1357,3.67,3.54,3.64,3.05,297.9,0.1,3,88.65,0.2154554,-1.158829,-185.9252,0.64479,454.1668,447.94,9153.7,406.2,9.01,72.94,3.577,90.845,9.06
2/2/2023,11:39:18,MP_010,8,8,AFF2FF041FF-------------------,,443.7365,443.9262,0.08255535,-0.3702772,9820.326,9818.895,408.2639,338.2915,1249.72,99.336,1652,1486,3.05,2.9,3.25,2.37,415.2,0.1,3,86.78,-0.1103842,-2.198281,50.21387,0.7563483,421.4742,443.49,9748.9,621.2,7.96,100,3.067,99.997,2.01
2/4/2023,12:40:37,MP_010,8,8,AFF2FF041FF-------------------,,450.9315,450.8391,-0.5065905,-1.828698,9505.666,9502.417,1292.691,1226.339,1249.68,97.584,1435,1333,5.72,4.88,5.99,3.7,1543.9,0.2,3,85.33,-0.1046366,-0.582418,179.6589,2.112298,431.5826,449.52,9436.1,1608.7,10.05,15.29,4.443,93.336,3.52
2/4/2023,17:04:52,MP_010,8,8,AFF2FF041FF-------------------,,449.2056,449.237,-0.4042458,-0.1079556,9919.959,9922.691,1236.771,869.6139,1249.8,97.724,1639,1476,4.02,3.86,3.66,3.82,104.4,0.2,3,89.76,-0.5791247,-1.327691,436.1893,-0.2025522,451.1747,449.52,9555.5,156.2,8.53,100,3.078,99.948,4.53
2/6/2023,12:13:53,MP_010,8,8,AFF2FF041FF-------------------,,444.4277,444.5315,-0.8198298,-0.8065766,9015.127,9000.207,2032.111,2740.529,1249.81,98.674,1857,1625,4.55,4.52,4.68,2.67,736.6,0.3,3,83.9,1.117584,-1.174187,-951.7943,-0.5175463,444.5333,444.57,9708.6,1321.2,7.37,9.41,4.869,80.143,2.01
2/6/2023,15:13:20,MP_010,8,8,AFF2FF041FF-------------------,,446.7285,446.7458,-1.093054,-0.8413733,8824.955,8826.189,3523.052,3084.004,1249.84,98.547,1949,1681,5.57,5.36,5.58,4.89,623.8,0.3,3,87.51,-0.6917265,0.689109,-1003.798,-0.08400059,446.3852,447,8387.1,946.2,7.22,6.47,3.453,77.748,2.52
2/7/2023,14:16:21,MP_010,8,8,AFF2FF041FF-------------------,,448.694,448.7816,-0.8136762,-1.329461,9212.283,9206.945,1743.437,2374.244,1249.71,98.493,1647,1482,5.9,5.05,5.4,3.56,1276.6,0.2,3,84.5,0.9951974,-0.9635087,-1032.889,0.3596013,449.497,448.28,9837.8,1388.7,7.95,8.24,4.644,85.214,6.04
2/8/2023,10:26:21,MP_010,8,8,AFF2FF041FF-------------------,,447.1223,447.2277,-0.7009281,-0.5762255,9244.972,9241.464,1684.605,1375.088,1249.78,99.764,1548,1412,4.08,3.92,4.04,3.34,415.4,0.2,3,87.2,-0.4878942,-0.8344732,584.6733,0.0234527,447.8843,447.36,8931.9,641.2,7.4,100,2.52,97.325,4.03
2/8/2023,13:09:31,MP_010,8,8,AFF2FF041FF-------------------,,447.6379,447.5983,-0.6532826,-0.4593311,9282.357,9285.293,1820.618,1386.213,1249.76,99.743,1567,1428,4.22,4.01,4.05,3.17,445.5,0.2,3,87.3,-0.6846864,-0.6997708,978.4438,0.003615238,448.2876,447.8,8850.9,756.2,7.31,100,2.341,97.163,6.54
2/9/2023,14:07:02,MP_010,8,8,AFF2FF041FF-------------------,,444.6462,444.6642,-0.8954562,-0.9090352,10338.62,10344.12,2035.947,2099.649,1249.75,98.502,1782,1577,12.56,12.4,6.2,11.39,1431.9,0.2,3,84.03,0.1005615,4.258879,23.61219,-0.0235,443.2671,444.66,10407.8,1578.7,7.65,8.82,6.419,87.883,3.02
2/9/2023,17:52:34,MP_010,8,8,AFF2FF041FF-------------------,,446.1807,445.91,-1.016435,-0.7585353,10164.11,10159.66,2388.817,1967.839,1249.66,98.614,1785,1576,5.65,5.75,5.57,4.35,483.2,0.4,3,90.62,-0.6640647,-0.4266619,1556.419,-0.1065947,446.5378,446.13,9738.7,863.7,7.26,12.94,5.649,87.588,3.52
2/13/2023,17:27:46,MP_010,8,8,AFF2FF041FF-------------------,,445.7074,445.3091,-0.8313467,-0.9269532,9735.557,9736.508,2182.251,2114.094,1249.74,98.542,1845,1614,4.74,4.54,4.74,4.03,200.7,0.1,3,87.9,-0.1075144,-1.110827,96.78774,0.1972151,442.7506,445.16,9668.4,,7.57,,,,
2/14/2023,12:19:06,MP_010,8,8,AFF2FF041FF-------------------,,446.3663,446.2018,-0.975835,-0.8047308,8849.408,8846.51,2471.2,2326.313,1249.8,98.621,1719,1530,4.02,3.79,4.06,3.44,236.7,0.2,3,87.84,-0.228337,-0.5863431,389.4256,-0.1653943,447.3963,446.33,8701.6,,7.51,,,,
2/15/2023,10:07:47,MP_010,8,8,AFF2FF041FF-------------------,,449.2788,449.3231,-0.7331436,-0.737296,6886.261,6879.334,2027.369,2066.588,1249.7,99.628,1409,1313,1.19,0.99,1,0.26,199.5,0.3,3,87.12,0.06169306,-0.3365637,-183.3028,-0.02123373,449.3818,449.33,6918.6,,7.6,,,,
2/15/2023,14:31:50,MP_010,8,8,AFF2FF041FF-------------------,,443.552,443.6024,-1.046576,-0.5332445,7694.896,7709.652,2565.187,2336.568,1249.77,99.851,1836,1612,3.43,3.22,3.57,2.38,574,0.2,3,85.46,-0.3598437,0.2278393,-1579.375,-0.6421154,443.3438,444.14,7481,,7.28,,,,
2/15/2023,17:37:51,MP_010,8,8,AFF2FF041FF-------------------,,449.1277,449.0901,-0.8215044,-0.4288958,7342.159,7345.095,2004.223,1689.132,1249.68,100.111,1566,1428,1.14,1.03,1.05,0.79,59.9,0.1,3,88.67,-0.4956904,-0.4612823,1074.592,-0.3905016,450.3535,449.46,7030,,7.2,,,,
2/16/2023,12:30:03,MP_010,8,8,AFF2FF041FF-------------------,,443.7591,443.8863,-0.9999946,-1.098881,7655.194,7632.097,2992.928,2998.282,1249.66,100.672,1546,1412,4.75,4.68,4.61,2.76,1512.6,0.3,3,82.29,8.43E-03,0.841819,10.0122,0.1507266,419.7817,443.83,7637.5,,7.08,,,,
2/16/2023,16:39:10,MP_010,8,8,AFF2FF041FF-------------------,,446.8605,446.8885,-0.9991647,-0.9075314,7892.985,7912.555,2294.237,2790.601,1249.77,100.684,1448,1346,5.22,4.64,4.71,3.53,1169,0.2,3,85.17,0.7820032,3.36E-02,23246.82,-0.4926934,446.9928,446.98,8408.9,,7.13,,,,
2/18/2023,10:47:00,MP_010,8,8,AFF2FF041FF-------------------,,445.7618,445.4567,-0.3618968,-0.5704935,9435.097,9431.669,1093.125,1173.522,1249.76,99.822,1618,1463,4.47,4.23,4.14,3.43,466.4,0.2,3,86.6,0.1268033,-1.24678,-101.7046,0.2694169,450.2084,445.21,9512.1,,7.44,,,,
